ID,Quelle,Thema,Befund,Art,Referenzstelle,Geprueft,Bewertung,Empfehlung,Meilenstein,Prioritaet,Status
FB-31,dmx,Diagnose im Formatstring ohne Ort,"Ein Namensfehler in `log ""… {x}""` meldete die Stelle 1:1 statt der Spalte des Platzhalters.",Bug,3.9 (Formatstrings); 2.3 log_stmt,"Bestaetigt und reproduziert: `log ""start {zaehlr}""` meldete `1:1`. `format()` verschob nur Lexer- und Parserfehler per `shift`; die Diagnosen aus `self.expr` gingen ungeschoben durch — deren Spans zaehlen ab dem Platzhalter, nicht ab dem Dateianfang.","Echter Fehler, und erst an dieser Datei sichtbar geworden: In 970 Zeilen ist 1:1 als Fundort wertlos. Der Bericht nennt ihn nicht, weil der Autor nie uebersetzt hat — er faellt nur beim tatsaechlichen Lauf auf.","Erledigt: `FormatPiece::Expr` traegt den Versatz des Platzhalters, `shift_span` rechnet Literalanfang + Anfuehrungszeichen + Versatz. Der Caret steht jetzt exakt auf dem Namen. Test `an_error_inside_a_format_string_points_at_the_placeholder`.",M3,mittel,behoben 2026-09-11
FB-32,dmx,Zeilenumbruch vor `->` im fn-Kopf,`fn f(...)` und `-> T:` auf zwei Zeilen scheitert; L2.2a schliesst `->` aus.,Sprachluecke,grammar/lexer.md L2.2a; 2.3 fn_decl,"Bestaetigt: Umbruch *innerhalb* der Parameterliste traegt (Klammertiefe), Umbruch *vor* `->` nach der schliessenden Klammer nicht. Zwei Stellen der Datei betroffen.","FB-01 hat den Hauptfall geloest, diesen einen nicht: `->` ist aus L2.2a ausgenommen, weil `-> ZIEL` in Maschinen eigene Zeilen bildet. Die Ausnahme ist richtig, trifft hier aber einen legitimen Fall — lange Signaturen mit Range-Typen sprengen 100 Zeichen.","Erledigt (dokumentiert): 2.1 und grammar/lexer.md nennen die Ausnahme fuer `->` ausdruecklich und zeigen den umbrechenden Stil (Umbruch in der Parameterliste, wo die Klammer traegt). Die Regel selbst bleibt unveraendert — `->` am Zeilenanfang zuzulassen waere entscheidbar, ist aber zurueckgestellt, weil der dokumentierte Stil den Fall deckt.",v1.1,niedrig,dokumentiert 2026-09-11
FB-33,dmx,`push` brauche eine Wegwerf-Bindung,Bericht Punkt 1: jede `build_*`-Funktion sei eine Wueste aus `var a = pd.push(x)`; es fehle ein Wegwerf-Ziel `_`.,Irrtum,"4.4, 3.9",Widerlegt: `o.push(v)` als blosse Anweisung uebersetzt anstandslos — ein Ziel ist gar nicht noetig. Der Autor hat die Form nie probiert.,"Der aufwaendigste Reibungspunkt des Berichts beruht auf einer falschen Annahme; die toten Bindungen a, b, ok, ok2 sind alle unnoetig. Kein Sprachproblem, aber ein Doku-Befund: wenn ein erfahrener Leser das nicht sieht, sagt 4.4 es nicht deutlich genug.","Erledigt: 4.4 sagt jetzt ausdruecklich, dass das Ergebnisziel optional ist, und zeigt die drei Formen nebeneinander (`b.push(x)`, `ok = b.push(x)`, `var ok = b.push(x)`). Der Vorschlag `_ =` entfaellt damit begruendet.",sofort (Referenz),mittel,behoben 2026-09-11
FB-34,dmx,Record-Arrays als Konstanten,"Bericht Punkt 5: `const SENSORS : [2] SensorDef = [SensorDef(...), ...]` sei vermutlich unmoeglich; statische Geraetetabellen fehlten.",Irrtum,"3.7, 11.3","Widerlegt: genau diese Form uebersetzt, samt `SENSORS[0].feld` als Ausdruck. Der Record-Konstruktor ist ein `const_expr`.","Der Autor nennt das die Stelle, an der er am meisten Zeit verloren hat — und vermutet selbst richtig, dass es erlaubt ist (""dann fehlt nur das Beispiel""). Statische Geraetetabellen sind in jedem Protokolltreiber der zentrale Datenblock.","Erledigt: 3.7 fuehrt Record-Konstanten und Arrays von Records als Geraetetabellen mit lauffaehigem Beispiel (`const SENSORS : [2] SensorDef = [...]`, Indexzugriff) und nennt sie als Ersatz fuer ternaere Ketten im Konstruktor.",sofort (Referenz),mittel,behoben 2026-09-11
FB-35,dmx,Backpatching als Idiom,"Bericht Punkt 3: Pruefsumme ueber einen Puffer lesen und gleich danach hineinschreiben — erlaubt, aber unklar; es fehle ein Beispiel.",Referenzluecke,"3.9 (Index-Schreiben, Backpatching)","Bestaetigt als erlaubt: Lesen des Puffers in einem Ausdruck, `push`, Index-Schreiben und Pruefsumme ueber das Teilstueck laufen in einer Funktion fehlerfrei zusammen. Die Unsicherheit ruehrt von der Naehe zur `inout`-Aliasingregel, die hier nicht gilt.","FB-05 hat den Weg gebaut und 3.9 um Index-Schreiben erweitert; ein durchgehendes Beispiel fehlt weiter. Der Autor hat es umgangen, indem er `message_length` vorher ausrechnet — bei COBS ginge das nicht.","Erledigt: 3.9 zeigt das Backpatching-Muster vollstaendig (Kopf per `encode`, Nutzlast per `push`, Laenge per Index-Schreiben, Pruefsumme ueber das Teilstueck) und haelt die beiden Stolpersteine fest: Ergebnisziel optional, und die `inout`-Aliasingregel gilt fuer die Parameterbindung, nicht fuer Lesen und Schreiben derselben lokalen Stelle.",sofort (Referenz),mittel,behoben 2026-09-11
FB-36,dmx,`const` im Funktionsrumpf,Bericht Punkt 4: `const_decl` steht nur auf Dateiebene; im Block gibt es nur `var_decl`.,Sprachluecke,"2.3 file/stmt, 2.4",Bestaetigt: die Grammatik fuehrt `const_decl` ausschliesslich in `file`. Im Rumpf ist es ein Syntaxfehler — in der Datei an einer Stelle (`pd_supported_params`).,"Der Autor stuft es richtig ein und nennt den Grund, der dafuer spricht (eine Datei-Konstante ist sichtbarer). Beides vertretbar; entscheidend ist, dass die Referenz sich dazu aeussert — er hat es beim Schreiben nicht bemerkt.","Erledigt (entschieden): `const` bleibt auf Dateiebene. 2.4 nennt den Grund (eine Konstante ist eine Eigenschaft des Programms, kein Zwischenwert; oben gefuehrt bleibt sie auffindbar und wiederverwendbar) und den gleichwertigen lokalen Weg — ein `var` mit konstantem Initialisierer, dessen Wert die Intervallanalyse genauso kennt.",v1.1 (Entscheidung),niedrig,dokumentiert 2026-09-11
FB-37,dmx,Einheiten auf Indizes,Bericht Punkt 6: `unit slot` deklariert und unbenutzt — ein Array-Index ist strukturell `int in 0..N-1` und nimmt keine Einheit an.,Sprachluecke,"3.1 (Index), 3.2",Bestaetigt: 3.1 verlangt ausdruecklich `int in 0..N-1`; ein `int[slot]` ist als Index nicht erlaubt. Der Autor hat die Einheit deklariert und fallen lassen muessen.,"Ein instruktiver Befund: Der Treiber fuehrt drei Nummernraeume (DMX-Slot 1-basiert, Pufferoffset 0-basiert, PWM-Kanal 0-basiert), und genau dort faenden Einheiten Fehler — sie greifen aber nicht. Die Referenz wirbt in 3.2 mit der Verwechslung von Sektornummer und Byteadresse und loest es beim Index nicht ein.","Erledigt (dokumentiert): 3.1 sagt ausdruecklich, dass ein Index keine Einheit traegt, und 3.2 schraenkt die Werbung mit der Sektornummer entsprechend ein — sie gilt fuer Werte, nicht fuer die Indexposition. Beide nennen den Ausweg (eigene Range-Typen und benannte Umrechnungen). Ob `int[U] in 0..N-1` zulaessig wird, bleibt eine Frage fuer v1.1.",v1.1,mittel,dokumentiert 2026-09-11
FB-38,dmx,Lint fuer `follows` in der Abort-Phase,"Bericht: eine `follows`-Kette liest in der Abort-Phase Psi_k statt frisch — die Bedeutung wechselt still, Pruefung 33 faengt das nicht.",Sprachluecke,"7.2, 5.4, Pruefung 33","Bestaetigt: 10.1 verpflichtet Pruefung 33 auf Azyklizitaet, frische Lesevorgaenge des Followers und das Verbot frischer Lesevorgaenge in Aktionsbloecken der Abort-Phase — nicht auf die stille Bedeutungsaenderung einer gefolgten Groesse.","Der substanziellste Entwurfsbefund des Berichts und sachlich richtig. Der Autor musste von Hand pruefen, ob seine Kette im Fault-Fall noch stimmt; fuer seinen Fall harmlos, aber die Frage stellt sich bei jeder `follows`-Kette neu. Verwandt mit FB-18 — beide sitzen an Pruefung 33.","Entworfen in plan/feedback-design.md 3 (zusammen mit FB-18): Warnung, wenn eine gefolgte Groesse sowohl im regulaeren Pfad als auch auf dem Fault-Pfad derselben Maschine gelesen wird — dort gilt Psi_k statt des frischen Werts. In 10.1 und in der Inventur bereits nachgetragen (Klasse `F / W`).",M6 (mit follows),mittel,entworfen 2026-09-11
FB-39,dmx,`writer` mit fester Kapazitaet vorziehen,Bericht Punkt 2: `writer`/`reader` sind v1.1; Vorschlag `writer_256`/`writer_64` ohne `const N` als v1-Baustein.,Ergonomie,"3.9, 11.4, 15","Einordnung bestaetigt (FB-04: derselbe Befund, derselbe Grund). Beim Nachmessen zeigte sich aber, dass die Praemisse nicht traegt: `const N` ist viel naeher als Referenz und Bericht annehmen. Der Parser kennt `const N in a..b` (ast.rs GenericVar::Const), die MIR fuehrt `GenericArgVal::Const(i64)` bereits als Variante, und die Monomorphisierung — Memoisierung, Instanznamen, Umgebungsbindung — steht vollstaendig fuer Einheitenvariablen. Offen ist im Kern, dass `Env` nur `units` traegt (23 Fundstellen in 3 Dateien) und `const_int` ein gebundenes `N` aufloesen muss.","Abgelehnt. `writer_256`/`writer_64` waere ein zweiter Weg neben dem generischen `writer[const N]`, der laut 3.12 ohnehin kommt — und feste Namen wird eine Sprache nicht wieder los: Sie bleiben als Altlast stehen, sobald die generische Form da ist, und jede Doku muss beide erklaeren. Fuer die verbleibende Distanz lohnt die Abkuerzung nicht. Hinzu kommt, dass der Vorschlag das falsche Konstrukt trifft: Von den 117 Zeilen Serialisierung im DMX-Treiber entfallen 24 auf tote Bindungen (FB-33, erledigt) und 11 von 19 Schleifen auf reine Byte-Kopien — die entstehen nicht durch den fehlenden Cursor, sondern weil `bytes<N>` nur Einzelelement-Methoden hat (FB-42).","Nicht umsetzen. Der Hebel, den der Bericht gesucht und nicht gefunden hat, ist ein Massenkopiervorgang auf `bytes<N>` (FB-42); zusammen mit FB-33, FB-34 und FB-35 faellt der Grossteil des beklagten Aufwands weg, ohne einen zweiten Weg zu eroeffnen. `const N` und damit `writer`/`reader` bleiben in v1.1 — die Referenz sollte es aber nicht laenger als fern darstellen.",v1.1,niedrig,abgelehnt 2026-09-11
FB-40,dmx,Schluesselwoerter als Variablennamen,`var on : bool` im Block `blinker` scheitert; `on` ist Schluesselwort. Auch `unit` traf beim Nachstellen zu.,Irrtum,2.5 (reservierte Woerter),"Bestaetigt als richtige Ablehnung, mit klarer Meldung (erwartet einen Namen in snake_case, gefunden Schluesselwort `on`).","Dieselbe Klasse wie FB-22 (`state` als Feldname). Dritter unabhaengiger Fall — die kurzen Schluesselwoerter `on`, `state`, `unit` kollidieren mit naheliegenden Bezeichnern. Kein Sprachfehler, aber ein wiederkehrendes Aergernis.","Erledigt (dokumentiert): 2.5 sagt jetzt, dass Schluesselwoerter im ganzen Programm keine Bezeichner sind — nicht nur als Feldnamen — und listet die fuenf haeufigen Kollisionen (`on`, `state`, `unit`, `step`, `at`) mit erprobten Ausweichnamen.",-,niedrig,dokumentiert 2026-09-11
FB-41,M3-Abnahme,Eingerueckte Referenzbeispiele ungeprueft,Die Schnipsel-Werkzeuge fanden nur Codebloecke an Spaltenposition 0; 29 Beispiele unter einem Aufzaehlungspunkt blieben unsichtbar.,Bug,plan/formatter.md (Referenz als Golden-Test),"Bestaetigt beim Einfuegen der neuen Beispiele: `extract_snippets.py` und `format_examples.py` tragen dieselbe Regex, beide verlangten ``` am Zeilenanfang. Von 73 Bloecken waren 44 sichtbar; drei der 29 unsichtbaren waren nicht kanonisch.","Dieselbe Klasse wie FB-26, eine Ebene hoeher: Ein Teil des Golden-Tests, den niemand prueft, driftet still. Hier wog es schwerer, weil die Referenz die Beispiele als vorbildlich ausgibt — gerade die eingerueckten, die zu einer Regel gehoeren.","Erledigt: beide Regexes lassen fuehrende Leerzeichen zu (die Einrueckung wurde ohnehin schon abgezogen und beim Zurueckschreiben wiederhergestellt). 47 statt 44 Schnipsel, die drei abgedrifteten formatiert, `reference_snippets_are_canonical` deckt sie jetzt ab.",M3,mittel,behoben 2026-09-11
FB-42,dmx,Kein Massenkopiervorgang auf `bytes<N>`,"Jede Byte-Folge muss elementweise kopiert werden: `for i in range(24): out.push(head[i])`. `bytes<N>` kennt nur `push`, `insert`, `remove`, `clear`.",Sprachluecke,"3.9 (bytes<N>), 4.4","Bestaetigt: `out.append(src)` meldet „keine Methode `append` auf `bytes<64>`"". 11 der 19 `for`-Schleifen des DMX-Treibers sind reine Kopierschleifen; sie entstehen samtlich daraus.","Der eigentliche Befund hinter FB-39. Ein Rahmungscodec setzt Kopf, Nutzlast und Pruefsumme aus fertigen Byte-Folgen zusammen — `encode()` liefert eine, der Nutzlastpuffer ist eine, und beide muessen heute Byte fuer Byte durchgereicht werden. Das ist kein Generics-Problem: eine einzelne, nicht-generische Methode neben `push` loest es, traegt spaeter unverandert unter `writer` und eroeffnet keinen zweiten Weg.","Erledigt: `b.append(src) -> bool` auf `bytes<N>` und `vec<T, N>`. Alles oder nichts — passt die Quelle nicht vollstaendig, bleibt das Ziel unveraendert und das Ergebnis ist `false`, damit nie ein halber Rahmen zurueckbleibt. Kapazitaeten von Quelle und Ziel duerfen abweichen, der Elementtyp nicht. Kosten O(Kapazitaet der Quelle) im Budget (9.4.3). Formatversion 5, 4 Semantiktests, 1 Kostentest, Korpus `13_framing.takt`, 3.9 und 2.5 ergaenzt.",M3,hoch,behoben 2026-09-11
FB-43,M3-Abnahme,`.len` trug seine Schranke nicht,"`b.len` auf `bytes<64>` hatte den Typ `int` statt `int in 0..64`; jede Zuweisung an eine range-typisierte Stelle bekam eine implizite Pruefung, die nie scheitern kann.",Bug,3.9 (.len); 3.4 (Intervallanalyse),"Bestaetigt beim Bau des Korpusbeispiels: `laenge = wire.len` meldete SC-24, obwohl `wire` Kapazitaet 64 hat und `laenge` in 0..64 liegt. Die Laenge ist per Konstruktion beschraenkt — der Lowerer gab den Typ nur ohne Range zurueck.","Genau die Fehlklassifikation, vor der FB-19 warnt: Der Report zaehlt eine implizite Pruefung, die es nicht braucht, und der Nutzer haelt guten Protokollcode fuer schlecht. In Rahmungscode steht `.len` in fast jeder Zeile, die Laengen nachtraegt.","Erledigt: `.len` traegt `0..cap` fuer `bytes`, `vec`, `str`, `line` und `map`. Das Beispiel in `13_framing.takt` ist damit warnungsfrei.",M3,mittel,behoben 2026-09-11
